Official Name,NORAD Number,Nation,Operator,Users,Application,Detailed Purpose,Orbit,Class of Orbit,Type of Orbit,Period (minutes),Mass (kg),COSPAR Number,Date of Launch,Expected Lifetime (yrs),Equipment,Describe
Intelsat 906 ,27513,USA,Intelsat S.A.,Commercial,Communications,,"35775km × 35796km, 0.01°",GEO,,1436.07,"4,723",2002-041A,06/09/2002,13,,"72 C-band, 22 Ku-band, broadcasting, business services, direct-to-home TV broadcasting, telecommunications, VSAT networks."
Intelsat New Dawn (Intelsat 28),37392,USA,Intelsat S.A.,Commercial,Communications,,"35800km × 35892km, 0.05°",GEO,,1439.15,"3,000",2011-016A,22/04/2011,15,,"Carries 14 active C-band transponders and 16 Ku-band transponders to serve customers in Africa, the Middle East, Pakistan and Western Europe; the C-band antenna has failed to deploy as of 6/11."
International Space Station (ISS [first element Zarya]),25544,Multinational,National Aeronautics and Space Administration (NASA)/Multinational,Government,Space Science,,"401km × 422km, 51.6°",LEO,Non-Polar Inclined,92.8,,1998-067A,20/11/1998,30,,Final size of a Boeing 747; first component.
Interstellar Boundary EXplorer (IBEX),33401,USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Government,Space Science,,"62200km × 268679km, 15.2°",Elliptical,Deep Highly Eccentric,"11,520",462,2008-051A,19/10/2008,,,Monitor the boundary between heliosphere and interstellar medium.
IOD-1 GEMS (In Orbit Demonstration-1 / Global Environmental Monitoring Satellite),44385,USA,Orbital Micro Systems Ltd.,Commercial,Earth Observation,Meteorology,"409km × 414km, 51.6°",LEO,Non-Polar Inclined,93,4,1998-067QK,03/07/2019,,,"Microwave radiometer aboard the 3U CubeSat to retrieve temperature, humidity and precipitation measurements. If successful, OMS plans a 40-strong constellation of similar satellites. "
ION SVC Lucas,46274,Italy,D-Orbit,Commercial,Technology Demonstration,,"521km × 535km, 97.5°",LEO,Sun-Synchronous,95,150,2020-061C,02/09/2020,,,Satellite deployer and host. Can release cubesats at various inclinations and altitudes; host satellites onboard.
Iridium Next SV 102,41920,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 621km, 86.6°",LEO,Polar,97,860,2017-003D,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 103,41918,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"610km × 623km, 86.6°",LEO,Polar,97,860,2017-003B,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 104,41922,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 622km, 86.6°",LEO,Polar,96.9,860,2017-003F,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 105,41921,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 622km, 86.6°",LEO,Polar,97,860,2017-003E,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 106,41917,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"701km × 704km, 86.5°",LEO,Polar,98.8,860,2017-003A,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 107,42960,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"610km × 626km, 86.6°",LEO,Polar,97,860,2017-061F,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 108,41924,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 622km, 86.6°",LEO,Polar,96.9,860,2017-003H,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 109,41919,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"610km × 622km, 86.6°",LEO,Polar,97,860,2017-003C,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 110,43481,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"488km × 718km, 86.7°",LEO,Polar,97,860,2018-047F,22/05/2018,15,,
Iridium Next SV 111,41926,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 622km, 86.6°",LEO,Polar,96.9,860,2017-003K,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 112,41925,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 622km, 86.6°",LEO,Polar,96.9,860,2017-003J,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 113,42803,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 624km, 86.6°",LEO,Polar,97,860,2017-039A,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 114,41923,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 622km, 86.6°",LEO,Polar,96.9,860,2017-003G,14/01/2017,15,,Next generation expected to last to 2030
Iridium Next SV 115,42806,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"606km × 623km, 86.6°",LEO,Polar,97,860,2017-039D,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 116,43072,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 627km, 86.7°",LEO,Polar,97,860,2017-083C,23/12/2017,15,,
Iridium Next SV 117,42808,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"606km × 623km, 86.6°",LEO,Polar,97,860,2017-039F,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 118,42807,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 625km, 86.6°",LEO,Polar,97,860,2017-039E,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 119,42959,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"610km × 626km, 86.6°",LEO,Polar,97,860,2017-061E,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 120,42805,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 624km, 86.6°",LEO,Polar,97,860,2017-039C,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 121,42812,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 625km, 86.6°",LEO,Polar,97,860,2017-039K,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 122,42957,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 626km, 86.6°",LEO,Polar,97,860,2017-061C,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 123,42804,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 624km, 86.6°",LEO,Polar,97,860,2017-039B,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 124,42810,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 625km, 86.6°",LEO,Polar,97,860,2017-039H,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 125,42964,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 626km, 86.6°",LEO,Polar,97,860,2017-061K,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 126,42809,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"606km × 623km, 86.6°",LEO,Polar,97,860,2017-039G,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 127,42956,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 626km, 86.6°",LEO,Polar,97,860,2017-061B,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 128,42811,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 625km, 86.6°",LEO,Polar,97,860,2017-039J,25/06/2017,15,,Next generation expected to last to 2030
Iridium Next SV 129,42958,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 626km, 86.6°",LEO,Polar,97,860,2017-061D,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 130,43073,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 626km, 86.7°",LEO,Polar,97,860,2017-083D,23/12/2017,15,,
Iridium Next SV 131,43079,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 626km, 86.7°",LEO,Polar,97,860,2017-083K,23/12/2017,15,,
Iridium Next SV 132,42961,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 626km, 86.6°",LEO,Polar,97,860,2017-061G,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 133,42955,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"622km × 635km, 86.6°",LEO,Polar,97.2,860,2017-061A,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 134,43075,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"610km × 626km, 86.7°",LEO,Polar,97,860,2017-083F,23/12/2017,15,,
Iridium Next SV 135,43070,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"610km × 626km, 86.7°",LEO,Polar,97,860,2017-083A,23/12/2017,15,,
Iridium Next SV 136,42962,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 626km, 86.6°",LEO,Polar,97,860,2017-061H,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 137,43076,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 626km, 86.7°",LEO,Polar,97,860,2017-083G,23/12/2017,15,,
Iridium Next SV 138,43071,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 626km, 86.7°",LEO,Polar,97,860,2017-083B,23/12/2017,15,,
Iridium Next SV 139,42963,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 626km, 86.6°",LEO,Polar,97,860,2017-061J,09/10/2017,15,,Next generation expected to last to 2030
Iridium Next SV 140,43252,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 626km, 86.6°",LEO,Polar,97,860,2018-030D,30/03/2018,15,,
Iridium Next SV 141,43077,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 625km, 86.7°",LEO,Polar,97,860,2017-083H,23/12/2017,15,,
Iridium Next SV 142,43256,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 626km, 86.6°",LEO,Polar,97,860,2018-030H,30/03/2018,15,,
Iridium Next SV 143,43258,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 626km, 86.6°",LEO,Polar,97,860,2018-030K,30/03/2018,15,,
Iridium Next SV 144,43249,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"606km × 625km, 86.6°",LEO,Polar,97,860,2018-030A,30/03/2018,15,,
Iridium Next SV 145,43253,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 626km, 86.6°",LEO,Polar,97,860,2018-030E,30/03/2018,15,,
Iridium Next SV 146,43254,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 627km, 86.6°",LEO,Polar,97,860,2018-030F,30/03/2018,15,,
Iridium Next SV 147,43480,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"489km × 714km, 86.7°",LEO,Polar,97,860,2018-047E,22/05/2018,15,,
Iridium Next SV 148,43255,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"606km × 625km, 86.6°",LEO,Polar,97,860,2018-030G,30/03/2018,15,,
Iridium Next SV 149,43250,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 626km, 86.6°",LEO,Polar,97,860,2018-030B,30/03/2018,15,,
Iridium Next SV 150,43257,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"606km × 626km, 86.6°",LEO,Polar,97,860,2018-030J,30/03/2018,15,,
Iridium Next SV 151,43074,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 625km, 86.7°",LEO,Polar,97,860,2017-083E,23/12/2017,15,,
Iridium Next SV 152,43479,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"493km × 710km, 86.7°",LEO,Polar,97,860,2018-047D,22/05/2018,15,,
Iridium Next SV 153,43078,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 625km, 86.7°",LEO,Polar,97,860,2017-083J,23/12/2017,15,,
Iridium Next SV 154,43574,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 622km, 86.6°",LEO,Polar,97,860,2018-061F,25/07/2018,15,,
Iridium Next SV 155,43573,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 622km, 86.6°",LEO,Polar,97,860,2018-061E,25/07/2018,15,,
Iridium Next SV 156,43576,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 623km, 86.6°",LEO,Polar,97,860,2018-061H,25/07/2018,15,,
Iridium Next SV 157,43251,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 626km, 86.6°",LEO,Polar,97,860,2018-030C,30/03/2018,15,,
Iridium Next SV 158,43571,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 623km, 86.6°",LEO,Polar,97,860,2018-061C,25/07/2018,15,,
Iridium Next SV 159,43578,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 622km, 86.6°",LEO,Polar,97,860,2018-061K,25/07/2018,15,,
Iridium Next SV 160,43569,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 624km, 86.6°",LEO,Polar,97,860,2018-061A,25/07/2018,15,,
Iridium Next SV 161,43478,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"489km × 714km, 86.7°",LEO,Polar,97,860,2018-047C,22/05/2018,15,,
Iridium Next SV 162,43482,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"491km × 715km, 86.7°",LEO,Polar,97,860,2018-047G,22/05/2018,15,,
Iridium Next SV 163 ,43575,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 623km, 86.6°",LEO,Polar,97,860,2018-061G,25/07/2018,15,,
Iridium Next SV 164,43577,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"607km × 623km, 86.6°",LEO,Polar,97,860,2018-061J,25/07/2018,15,,
Iridium Next SV 165,43572,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 623km, 86.6°",LEO,Polar,97,860,2018-061D,25/07/2018,15,,
Iridium Next SV 166,43570,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 623km, 86.6°",LEO,Polar,97,860,2018-061B,25/07/2018,15,,
Iridium Next SV 167,43931,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"612km × 625km, 86.7°",LEO,Polar,97,860,2019-002K,11/01/2019,15,,
Iridium Next SV 168,43924,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 626km, 86.7°",LEO,Polar,97,860,2019-002C,11/01/2019,15,,
Iridium Next SV 169,43926,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 626km, 86.7°",LEO,Polar,97,860,2019-002E,11/01/2019,15,,
Iridium Next SV 170,43930,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"610km × 626km, 86.7°",LEO,Polar,97,860,2019-002J,11/01/2019,15,,
Iridium Next SV 171,43929,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"609km × 626km, 86.7°",LEO,Polar,97,860,2019-002H,11/01/2019,15,,
Iridium Next SV 172,43927,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 626km, 86.7°",LEO,Polar,97,860,2019-002F,11/01/2019,15,,
Iridium Next SV 173,43925,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"608km × 626km, 86.7°",LEO,Polar,97,860,2019-002D,11/01/2019,15,,
Iridium Next SV 175,43928,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 625km, 86.7°",LEO,Polar,97,860,2019-002G,11/01/2019,15,,
Iridium Next SV 176,43923,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 626km, 86.7°",LEO,Polar,97,860,2019-002B,11/01/2019,15,,
Iridium Next SV 180,43922,USA,"Iridium Communications, Inc.",Government/Commercial,Communications,,"611km × 626km, 86.7°",LEO,Polar,97,860,2019-002A,11/01/2019,15,,
IRIS (Interface Region Imaging Spectrometer),39197,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,"620km × 664km, 97.9°",LEO,Sun-Synchronous,97.5,236,2013-033A,28/06/2013,2,,"Investigate the sun's corona, solar wind and atmosphere"
IRNSS-1A (Indian Regional Navigation Satellite System),39199,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,"35712km × 35872km, 27.1°",GEO,,1436,"1,425",2013-034A,01/07/2013,12,,First of a seven-satellite system.
IRNSS-1B (Indian Regional Navigation Satellite System),39635,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,"35695km × 35880km, 30.97°",GEO,,1436.14,"1,432",2014-017A,04/04/2014,12,,
IRNSS-1C (Indian Regional Navigation Satellite System),40269,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,"35690km × 35871km, 4.96°",GEO,,1435.8,"1,425",2014-061A,15/10/2014,12,,
IRNSS-1D (Indian Regional Navigation Satellite System),40547,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,"35699km × 35834km, 30.04°",GEO,,1435.06,"1,425",2015-018A,30/03/2015,12,,
IRNSS-1E (Indian Regional Navigation Satellite System),41241,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,"35695km × 35874km, 28.09°",GEO,,1436.01,"1,425",2016-003A,20/01/2016,12,,
IRNSS-1F (Indian Regional Navigation Satellite System),41384,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,"35700km × 35874km, 5.09°",GEO,,1436.13,"1,425",2016-015A,10/03/2016,12,,
IRNSS-1G (Indian Regional Navigation Satellite System),41469,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,"35774km × 35797km, 5.06°",GEO,,1436.05,"1,425",2016-027A,28/04/2016,12,,Final satellite in the seven-satellite regional system.
